toll_point_id,uf,regulador,jurisdicao,concessionaria,lote,codigo_praca,nome,tipo_ponto,rodovia,km,municipio,sentido,latitude,longitude,valor_base_categoria1_brl,eixos_2_brl,eixos_3_brl,eixos_4_brl,eixos_5_brl,eixos_6_brl,eixos_7_brl,eixos_8_brl,eixos_9_brl,status_operacional,classe_cobranca,calcular_pedagio,confianca_geo,confianca_valor,source_tarifa_url,source_geo_url
br_antt_205_riosp_free_flow_pfe002_pfs002,SP,ANTT,federal,RIOSP,,,Free Flow PFE002 - PFS002 Sul,portico_free_flow,BR-116,219.0,Guarulhos,Crescente,-23.46367900,-46.49557800,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_206_riosp_free_flow_pfe002_pfs003,SP,ANTT,federal,RIOSP,,,Free Flow PFE002 - PFS003 Sul,portico_free_flow,BR-116,219.0,Guarulhos,Crescente,-23.46367900,-46.49557800,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_207_riosp_free_flow_pfe002_pfs004,SP,ANTT,federal,RIOSP,,,Free Flow PFE002 - PFS004 Sul,portico_free_flow,BR-116,219.0,Guarulhos,Crescente,-23.46367900,-46.49557800,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_208_riosp_free_flow_pfe002_pfs005,SP,ANTT,federal,RIOSP,,,Free Flow PFE002 - PFS005 Sul,portico_free_flow,BR-116,219.0,Guarulhos,Crescente,-23.46367900,-46.49557800,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_209_riosp_free_flow_pfe003_pfs002,SP,ANTT,federal,RIOSP,,,Free Flow PFE003 - PFS002 Sul,portico_free_flow,BR-116,224.4,Guarulhos,Crescente,-23.48441600,-46.53919100,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_210_riosp_free_flow_pfe003_pfs003,SP,ANTT,federal,RIOSP,,,Free Flow PFE003 - PFS003 Sul,portico_free_flow,BR-116,224.4,Guarulhos,Crescente,-23.48441600,-46.53919100,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_211_riosp_free_flow_pfe003_pfs004,SP,ANTT,federal,RIOSP,,,Free Flow PFE003 - PFS004 Sul,portico_free_flow,BR-116,224.4,Guarulhos,Crescente,-23.48441600,-46.53919100,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_212_riosp_free_flow_pfe003_pfs005,SP,ANTT,federal,RIOSP,,,Free Flow PFE003 - PFS005 Sul,portico_free_flow,BR-116,224.4,Guarulhos,Crescente,-23.48441600,-46.53919100,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_161_riosp_free_flow_pfe004_pfs003,SP,ANTT,federal,RIOSP,,,Free Flow PFE004 - PFS003 Sul,portico_free_flow,BR-116,227.0,São Paulo,Crescente,-23.49750700,-46.56003900,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_162_riosp_free_flow_pfe004_pfs004,SP,ANTT,federal,RIOSP,,,Free Flow PFE004 - PFS004 Sul,portico_free_flow,BR-116,227.0,São Paulo,Crescente,-23.49750700,-46.56003900,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_163_riosp_free_flow_pfe004_pfs005,SP,ANTT,federal,RIOSP,,,Free Flow PFE004 - PFS005 Sul,portico_free_flow,BR-116,227.0,São Paulo,Crescente,-23.49750700,-46.56003900,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_164_riosp_free_flow_pfe005_bairro,SP,ANTT,federal,RIOSP,,,Free Flow PFE005 - BAIRRO Norte,portico_free_flow,BR-116,231.3,São Paulo,Decrescente,-23.52609500,-46.58832900,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_165_riosp_free_flow_pfe005_pedard,SP,ANTT,federal,RIOSP,,,Free Flow PFE005 - PEDARD Norte,portico_free_flow,BR-116,231.3,São Paulo,Decrescente,-23.52609500,-46.58832900,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_166_riosp_free_flow_pfe005_pedaru,SP,ANTT,federal,RIOSP,,,Free Flow PFE005 - PEDARU Norte,portico_free_flow,BR-116,231.3,São Paulo,Decrescente,-23.52609500,-46.58832900,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_167_riosp_free_flow_pfe005_pfs006,SP,ANTT,federal,RIOSP,,,Free Flow PFE005 - PFS006 Norte,portico_free_flow,BR-116,231.3,São Paulo,Decrescente,-23.52609500,-46.58832900,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_168_riosp_free_flow_pfe005_pfs007,SP,ANTT,federal,RIOSP,,,Free Flow PFE005 - PFS007 Norte,portico_free_flow,BR-116,231.3,São Paulo,Decrescente,-23.52609500,-46.58832900,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_169_riosp_free_flow_pfe005_pfs008,SP,ANTT,federal,RIOSP,,,Free Flow PFE005 - PFS008 Norte,portico_free_flow,BR-116,231.3,São Paulo,Decrescente,-23.52609500,-46.58832900,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_170_riosp_free_flow_pfe005_pfs009,SP,ANTT,federal,RIOSP,,,Free Flow PFE005 - PFS009 Norte,portico_free_flow,BR-116,231.3,São Paulo,Decrescente,-23.52609500,-46.58832900,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_171_riosp_free_flow_pfe005_pfs010,SP,ANTT,federal,RIOSP,,,Free Flow PFE005 - PFS010 Norte,portico_free_flow,BR-116,231.3,São Paulo,Decrescente,-23.52609500,-46.58832900,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_172_riosp_free_flow_pfe006_bairro,SP,ANTT,federal,RIOSP,,,Free Flow PFE006 - BAIRRO Norte,portico_free_flow,BR-116,228.85,São Paulo,Decrescente,-23.50926000,-46.57271800,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_173_riosp_free_flow_pfe006_pedard,SP,ANTT,federal,RIOSP,,,Free Flow PFE006 - PEDARD Norte,portico_free_flow,BR-116,228.85,São Paulo,Decrescente,-23.50926000,-46.57271800,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_174_riosp_free_flow_pfe006_pedaru,SP,ANTT,federal,RIOSP,,,Free Flow PFE006 - PEDARU Norte,portico_free_flow,BR-116,228.85,São Paulo,Decrescente,-23.50926000,-46.57271800,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_175_riosp_free_flow_pfe006_pfs006,SP,ANTT,federal,RIOSP,,,Free Flow PFE006 - PFS006 Norte,portico_free_flow,BR-116,228.85,São Paulo,Decrescente,-23.50926000,-46.57271800,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_176_riosp_free_flow_pfe006_pfs007,SP,ANTT,federal,RIOSP,,,Free Flow PFE006 - PFS007 Norte,portico_free_flow,BR-116,228.85,São Paulo,Decrescente,-23.50926000,-46.57271800,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_177_riosp_free_flow_pfe006_pfs008,SP,ANTT,federal,RIOSP,,,Free Flow PFE006 - PFS008 Norte,portico_free_flow,BR-116,228.85,São Paulo,Decrescente,-23.50926000,-46.57271800,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_178_riosp_free_flow_pfe006_pfs009,SP,ANTT,federal,RIOSP,,,Free Flow PFE006 - PFS009 Norte,portico_free_flow,BR-116,228.85,São Paulo,Decrescente,-23.50926000,-46.57271800,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_179_riosp_free_flow_pfe006_pfs010,SP,ANTT,federal,RIOSP,,,Free Flow PFE006 - PFS010 Norte,portico_free_flow,BR-116,228.85,São Paulo,Decrescente,-23.50926000,-46.57271800,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_181_riosp_free_flow_pfe007_bairro,SP,ANTT,federal,RIOSP,,,Free Flow PFE007 - BAIRRO Norte,portico_free_flow,BR-116,223.35,Guarulhos,Decrescente,-23.47917700,-46.53041700,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_182_riosp_free_flow_pfe007_pedard,SP,ANTT,federal,RIOSP,,,Free Flow PFE007 - PEDARD Norte,portico_free_flow,BR-116,223.35,Guarulhos,Decrescente,-23.47917700,-46.53041700,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_183_riosp_free_flow_pfe007_pedaru,SP,ANTT,federal,RIOSP,,,Free Flow PFE007 - PEDARU Norte,portico_free_flow,BR-116,223.35,Guarulhos,Decrescente,-23.47917700,-46.53041700,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_184_riosp_free_flow_pfe007_pfs008,SP,ANTT,federal,RIOSP,,,Free Flow PFE007 - PFS008 Norte,portico_free_flow,BR-116,223.35,Guarulhos,Decrescente,-23.47917700,-46.53041700,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_185_riosp_free_flow_pfe007_pfs009,SP,ANTT,federal,RIOSP,,,Free Flow PFE007 - PFS009 Norte,portico_free_flow,BR-116,223.35,Guarulhos,Decrescente,-23.47917700,-46.53041700,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_186_riosp_free_flow_pfe007_pfs010,SP,ANTT,federal,RIOSP,,,Free Flow PFE007 - PFS010 Norte,portico_free_flow,BR-116,223.35,Guarulhos,Decrescente,-23.47917700,-46.53041700,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_187_riosp_free_flow_pfe008_bairro,SP,ANTT,federal,RIOSP,,,Free Flow PFE008 - BAIRRO Norte,portico_free_flow,BR-116,214.1,Guarulhos,Decrescente,-23.44491000,-46.44918400,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_188_riosp_free_flow_pfe008_pedard,SP,ANTT,federal,RIOSP,,,Free Flow PFE008 - PEDARD Norte,portico_free_flow,BR-116,214.1,Guarulhos,Decrescente,-23.44491000,-46.44918400,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_189_riosp_free_flow_pfe008_pedaru,SP,ANTT,federal,RIOSP,,,Free Flow PFE008 - PEDARU Norte,portico_free_flow,BR-116,214.1,Guarulhos,Decrescente,-23.44491000,-46.44918400,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_190_riosp_free_flow_pfe008_pfs010,SP,ANTT,federal,RIOSP,,,Free Flow PFE008 - PFS010 Norte,portico_free_flow,BR-116,214.1,Guarulhos,Decrescente,-23.44491000,-46.44918400,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_191_riosp_free_flow_pfe009_bairro,SP,ANTT,federal,RIOSP,,,Free Flow PFE009 - BAIRRO Norte,portico_free_flow,BR-116,210.2,Guarulhos,Decrescente,-23.42957100,-46.41271800,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_192_riosp_free_flow_pfe009_pedard,SP,ANTT,federal,RIOSP,,,Free Flow PFE009 - PEDARD Norte,portico_free_flow,BR-116,210.2,Guarulhos,Decrescente,-23.42957100,-46.41271800,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_193_riosp_free_flow_pfe009_pedaru,SP,ANTT,federal,RIOSP,,,Free Flow PFE009 - PEDARU Norte,portico_free_flow,BR-116,210.2,Guarulhos,Decrescente,-23.42957100,-46.41271800,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_194_riosp_free_flow_pfe009_pfs010,SP,ANTT,federal,RIOSP,,,Free Flow PFE009 - PFS010 Norte,portico_free_flow,BR-116,210.2,Guarulhos,Decrescente,-23.42957100,-46.41271800,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_195_riosp_free_flow_ppf001_pfs001,SP,ANTT,federal,RIOSP,,,Free Flow PPF001 Sul - PFS001 Sul,portico_free_flow,BR-116,206.0,Guarulhos,Crescente,-23.41737900,-46.37647000,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_196_riosp_free_flow_ppf001_pfs002,SP,ANTT,federal,RIOSP,,,Free Flow PPF001 Sul - PFS002 Sul,portico_free_flow,BR-116,206.0,Guarulhos,Crescente,-23.41737900,-46.37647000,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_197_riosp_free_flow_ppf001_pfs003,SP,ANTT,federal,RIOSP,,,Free Flow PPF001 Sul - PFS003 Sul,portico_free_flow,BR-116,206.0,Guarulhos,Crescente,-23.41737900,-46.37647000,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_198_riosp_free_flow_ppf001_pfs004,SP,ANTT,federal,RIOSP,,,Free Flow PPF001 Sul - PFS004 Sul,portico_free_flow,BR-116,206.0,Guarulhos,Crescente,-23.41737900,-46.37647000,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_199_riosp_free_flow_ppf001_pfs005,SP,ANTT,federal,RIOSP,,,Free Flow PPF001 Sul - PFS005 Sul,portico_free_flow,BR-116,206.0,Guarulhos,Crescente,-23.41737900,-46.37647000,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_150_riosp_guararema,SP,ANTT,federal,RIOSP,,,Guararema Norte,praca_fisica,BR-116,182.4,Santa Isabel,Decrescente,-23.35000000,-46.16000000,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_180_riosp_guararema,SP,ANTT,federal,RIOSP,,,Guararema Sul,praca_fisica,BR-116,180.7,Guararema,Crescente,-23.34000000,-46.15000000,4.50,9.00,13.50,18.00,22.50,27.00,31.50,36.00,40.50,ativo,cobranca_confirmada,true,alta,baixa,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_213_riosp_jacarei,SP,ANTT,federal,RIOSP,,,Jacareí Norte,praca_fisica,BR-116,165.1,Jacareí,Decrescente,-23.30000000,-46.01000000,8.10,16.20,24.30,32.40,40.50,48.60,56.70,64.80,72.90,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_214_riosp_jacarei,SP,ANTT,federal,RIOSP,,,Jacareí Sul,praca_fisica,BR-116,165.1,Jacareí,Crescente,-23.30000000,-46.01000000,8.10,16.20,24.30,32.40,40.50,48.60,56.70,64.80,72.90,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_028_autopista_regis_bittencourt_juquia,SP,ANTT,federal,AUTOPISTA REGIS BITTENCOURT,,,Juquiá,praca_fisica,BR-116,426.6,Juquiá,Crescente/Decrescente,-24.38932500,-47.72239100,4.30,8.60,12.90,17.20,21.50,25.80,30.10,34.40,38.70,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_027_autopista_regis_bittencourt_miracatu,SP,ANTT,federal,AUTOPISTA REGIS BITTENCOURT,,,Miracatu,praca_fisica,BR-116,370.4,Miracatu,Crescente/Decrescente,-24.15786900,-47.32628000,4.30,8.60,12.90,17.20,21.50,25.80,30.10,34.40,38.70,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_148_riosp_moreira_cesar,SP,ANTT,federal,RIOSP,,,Moreira César Norte,praca_fisica,BR-116,87.0,Pindamonhangaba,Decrescente,-22.93000000,-45.36000000,16.90,33.80,50.70,67.60,84.50,101.40,118.30,135.20,152.10,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_149_riosp_moreira_cesar,SP,ANTT,federal,RIOSP,,,Moreira César Sul,praca_fisica,BR-116,87.0,Pindamonhangaba,Crescente,-22.93000000,-45.36000000,16.90,33.80,50.70,67.60,84.50,101.40,118.30,135.20,152.10,ativo,cobranca_confirmada,true,alta,media,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_220_transbrasiliana_,SP,ANTT,federal,TRANSBRASILIANA,,,P 01,praca_fisica,BR-153,35.8,Onda Verde,Crescente/Decrescente,-20.58861100,-49.31805500,10.10,20.20,30.30,40.40,50.50,60.60,70.70,80.80,90.90,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_218_transbrasiliana_,SP,ANTT,federal,TRANSBRASILIANA,,,P 02,praca_fisica,BR-153,98.9,José Bonifácio,Crescente/Decrescente,-20.99750000,-49.62833300,10.10,20.20,30.30,40.40,50.50,60.60,70.70,80.80,90.90,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_219_transbrasiliana_,SP,ANTT,federal,TRANSBRASILIANA,,,P 03,praca_fisica,BR-153,183.8,Lins,Crescente/Decrescente,-21.71055500,-49.80861100,10.10,20.20,30.30,40.40,50.50,60.60,70.70,80.80,90.90,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_221_transbrasiliana_,SP,ANTT,federal,TRANSBRASILIANA,,,P 04,praca_fisica,BR-153,268.1,Vera Cruz,Crescente/Decrescente,-22.33631100,-49.89883300,10.10,20.20,30.30,40.40,50.50,60.60,70.70,80.80,90.90,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_029_autopista_regis_bittencourt_sao_lourenco_serra,SP,ANTT,federal,AUTOPISTA REGIS BITTENCOURT,,,São Lourenço da Serra,praca_fisica,BR-116,298.8,São Lourenço da Serra,Crescente/Decrescente,-23.78764700,-46.91392200,4.30,8.60,12.90,17.20,21.50,25.80,30.10,34.40,38.70,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_073_ecovias_araguaia_alianca_tocantins,TO,ANTT,federal,ECOVIAS DO ARAGUAIA,,,P1 - Aliança do Tocantins,praca_fisica,BR-153,640.0,Aliança do Tocantins,Crescente/Decrescente,-11.44610000,-48.99028300,8.60,17.20,25.80,34.40,43.00,51.60,60.20,68.80,77.40,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
br_antt_074_ecovias_araguaia_alvorada,TO,ANTT,federal,ECOVIAS DO ARAGUAIA,,,P2 - Alvorada,praca_fisica,BR-153,744.91,Alvorada,Crescente/Decrescente,-12.34000000,-49.15000000,11.80,23.60,35.40,47.20,59.00,70.80,82.60,94.40,106.20,ativo,cobranca_confirmada,true,alta,alta,ANTT/dados de tarifas,ANTT/dados-dos-pracas-de-pedagio2_2026.csv
sp_artesp_l33_raposo_km83_sorocaba_leste,SP,ARTESP,estadual,ARTESP/SP concessionárias,L33-ROTA SOROCABANA,,PÓRTICO KM83 - SOROCABA/ALUMÍNIO,portico_free_flow,SP-270,83,Sorocaba/Alumínio,LESTE,-23.51514380,-47.31554960,4.95,9.90,14.85,19.80,24.75,29.70,34.65,39.60,44.55,ativo_cobranca_confirmada,cobranca_confirmada,true,alta,alta,https://www.sigafacil.sp.gov.br/,KMZ/CNL ARTESP L33 + Siga Fácil; corrigido na auditoria V10
sp_artesp_l33_raposo_km83_sorocaba_oeste,SP,ARTESP,estadual,ARTESP/SP concessionárias,L33-ROTA SOROCABANA,,PÓRTICO KM83 - SOROCABA/ALUMÍNIO,portico_free_flow,SP-270,83,Sorocaba/Alumínio,OESTE,-23.51522970,-47.31550300,4.95,9.90,14.85,19.80,24.75,29.70,34.65,39.60,44.55,ativo_cobranca_confirmada,cobranca_confirmada,true,alta,alta,https://www.sigafacil.sp.gov.br/,KMZ/CNL ARTESP L33 + Siga Fácil; corrigido na auditoria V10
rj_estadual_rota116_p1_itaborai,RJ,AGETRANSP,estadual,Rota 116 S/A,RJ-116/RJ-104,P1,Praça P1 - Itaboraí,praca_fisica,RJ-116,"1,9",Itaboraí,bidirecional,-22.71572775,-42.81139790,9.60,19.20,38.40,38.40,38.40,38.40,67.20,76.80,86.40,ativo,cobranca_confirmada,true,alta,alta,https://www.rota116.com.br/tarifas,OSM Overpass export (3).geojson + fonte oficial tarifária/concessionária já vinculada
rj_estadual_rota116_p2_cachoeiras_macacu,RJ,AGETRANSP,estadual,Rota 116 S/A,RJ-116/RJ-104,P2,Praça P2 - Cachoeiras de Macacu / Boca do Mato,praca_fisica,RJ-116,"48,8",Cachoeiras de Macacu,bidirecional,-22.41643910,-42.62303345,9.60,19.20,38.40,38.40,38.40,38.40,67.20,76.80,86.40,ativo,cobranca_confirmada,true,alta,alta,https://www.rota116.com.br/tarifas,OSM Overpass export (3).geojson + fonte oficial tarifária/concessionária já vinculada
rj_estadual_rota116_p3_nova_friburgo_furnas,RJ,AGETRANSP,estadual,Rota 116 S/A,RJ-116/RJ-104,P3,Praça P3 - Nova Friburgo / Furnas,praca_fisica,RJ-116,"90,4",Nova Friburgo,bidirecional,-22.21354810,-42.49166070,9.60,19.20,38.40,38.40,38.40,38.40,67.20,76.80,86.40,ativo,cobranca_confirmada,true,alta,alta,https://www.rota116.com.br/tarifas,OSM Overpass export (3).geojson + fonte oficial tarifária/concessionária já vinculada
